"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 12 23:06:52 BRT 2023","Wed Jul 12 23:07:03 BRT 2023","10812","","br.com.automacaodozero.LoginTest","","br.com.automacaodozero.LoginTest","TC_012_LoginSemPreencherEmailESenha","TC_012_LoginSemPreencherEmailESenha",""
"passed","Wed Jul 12 23:07:03 BRT 2023","Wed Jul 12 23:07:06 BRT 2023","2448","","br.com.automacaodozero.RegisterTest","","br.com.automacaodozero.RegisterTest","TC_001_CadastroUsuarioComDadosValidosComSucesso","TC_001_CadastroUsuarioComDadosValidosComSucesso",""
